Country,City,LaundryID,TenantID,Service,Item,StartDate,EndDate,DeliveryDate,Fee,Water_Litres,Electricity_kWh,IsHoliday,DayOfWeek,IsWeekend
USA,Los Angeles,L6,T54,Wash,Towel,2025-05-09,2025-05-12,2025-05-14,29.41,177.0,3.72,0,4,0
USA,Chicago,L10,T34,Dry-clean,Tablecloth,2025-05-09,2025-05-11,2025-05-12,30.94,237.0,1.29,0,4,0
USA,New York,L4,T48,Dry-clean,Curtain,2025-05-10,2025-05-11,2025-05-13,74.27,290.0,4.61,0,5,1
UK,London,L2,T58,Wash,Uniform,2025-05-10,2025-05-12,2025-05-14,89.75,144.0,3.7,0,5,1
USA,Los Angeles,L4,T51,Dry-clean,Uniform,2025-05-10,2025-05-13,2025-05-14,55.85,241.0,4.66,0,5,1
Pakistan,Karachi,L8,T34,Press,Uniform,2025-05-10,2025-05-13,2025-05-15,71.57,,3.6,0,5,1
UK,Birmingham,L6,T18,Dry-clean,Towel,2025-05-10,2025-05-12,2025-05-14,80.85,107.0,4.85,0,5,1
USA,Los Angeles,L7,T60,Dry-clean,Curtain,2025-05-10,2025-05-12,2025-05-13,33.86,138.0,1.09,0,5,1
UK,Manchester,L8,T46,Wash,Tablecloth,2025-05-10,2025-05-12,2025-05-14,27.97,122.0,1.3,0,5,1
UK,London,L4,T8,Press,Bedsheet,2025-05-10,2025-05-11,2025-05-12,61.39,,2.11,0,5,1
USA,Los Angeles,L6,T51,Wash,Tablecloth,2025-05-10,2025-05-11,2025-05-12,77.04,284.0,2.05,0,5,1
USA,Chicago,L6,T84,Press,Uniform,2025-05-10,2025-05-11,2025-05-13,95.84,,4.66,0,5,1
Pakistan,Lahore,L7,T56,Rent-Laundry,Bedsheet,2025-05-10,2025-05-11,2025-05-13,51.98,,,0,5,1
Pakistan,Islamabad,L2,T9,Wash,Towel,2025-05-10,2025-05-12,2025-05-14,84.2,119.0,1.31,0,5,1
Pakistan,Islamabad,L9,T73,Dry-clean,Curtain,2025-05-10,2025-05-12,2025-05-13,17.81,126.0,3.73,0,5,1
UK,Birmingham,L4,T96,Rent-Laundry,Uniform,2025-05-10,2025-05-12,2025-05-14,16.89,,,0,5,1
Pakistan,Karachi,L8,T58,Dry-clean,Bedsheet,2025-05-10,2025-05-13,2025-05-15,56.0,271.0,1.0,0,5,1
Pakistan,Karachi,L10,T53,Wash,Curtain,2025-05-10,2025-05-13,2025-05-14,73.74,104.0,3.96,0,5,1
Pakistan,Lahore,L6,T52,Wash,Tablecloth,2025-05-10,2025-05-13,2025-05-15,11.51,264.0,3.48,0,5,1
UK,Birmingham,L3,T90,Wash,Towel,2025-05-10,2025-05-11,2025-05-12,61.68,147.0,2.99,0,5,1
UK,London,L6,T36,Press,Towel,2025-05-10,2025-05-13,2025-05-15,25.73,,1.62,0,5,1
UK,London,L6,T9,Wash,Bedsheet,2025-05-10,2025-05-13,2025-05-15,43.85,178.0,2.94,0,5,1
UK,London,L4,T71,Dry-clean,Bedsheet,2025-05-10,2025-05-12,2025-05-14,75.99,228.0,2.36,0,5,1
UK,Manchester,L5,T39,Press,Bedsheet,2025-05-10,2025-05-11,2025-05-13,64.51,,2.13,0,5,1
USA,Chicago,L3,T93,Wash,Tablecloth,2025-05-10,2025-05-12,2025-05-13,85.45,121.0,3.15,0,5,1
Pakistan,Islamabad,L7,T53,Wash,Curtain,2025-05-10,2025-05-12,2025-05-14,18.6,123.0,4.88,0,5,1
UK,London,L9,T87,Wash,Towel,2025-05-10,2025-05-12,2025-05-14,27.6,207.0,4.09,0,5,1
Pakistan,Lahore,L6,T27,Rent-Laundry,Tablecloth,2025-05-10,2025-05-13,2025-05-15,67.39,,,0,5,1
Pakistan,Lahore,L8,T71,Press,Uniform,2025-05-10,2025-05-13,2025-05-14,82.8,,3.09,0,5,1
Pakistan,Islamabad,L2,T22,Rent-Laundry,Tablecloth,2025-05-10,2025-05-12,2025-05-14,42.49,,,0,5,1
Pakistan,Lahore,L7,T59,Wash,Tablecloth,2025-05-10,2025-05-11,2025-05-12,58.42,124.0,3.35,0,5,1
UK,Birmingham,L10,T12,Dry-clean,Bedsheet,2025-05-10,2025-05-13,2025-05-14,99.35,236.0,1.26,0,5,1
UK,Manchester,L4,T34,Wash,Tablecloth,2025-05-10,2025-05-11,2025-05-13,92.33,126.0,3.76,0,5,1
UK,Birmingham,L8,T96,Press,Bedsheet,2025-05-10,2025-05-13,2025-05-14,25.6,,3.06,0,5,1
USA,Los Angeles,L4,T38,Wash,Bedsheet,2025-05-10,2025-05-12,2025-05-14,17.93,163.0,1.34,0,5,1
Pakistan,Karachi,L6,T26,Press,Bedsheet,2025-05-11,2025-05-13,2025-05-14,13.51,,1.24,0,6,1
UK,Manchester,L1,T58,Dry-clean,Bedsheet,2025-05-11,2025-05-14,2025-05-15,90.43,257.0,5.0,0,6,1
Pakistan,Karachi,L6,T79,Dry-clean,Uniform,2025-05-11,2025-05-13,2025-05-15,46.61,281.0,2.73,0,6,1
Pakistan,Karachi,L6,T39,Wash,Tablecloth,2025-05-11,2025-05-14,2025-05-15,63.79,125.0,1.57,0,6,1
Pakistan,Islamabad,L5,T44,Wash,Curtain,2025-05-11,2025-05-13,2025-05-14,94.14,287.0,4.21,0,6,1
USA,Los Angeles,L2,T89,Press,Curtain,2025-05-11,2025-05-14,2025-05-15,11.55,,4.58,0,6,1
Pakistan,Islamabad,L9,T82,Wash,Uniform,2025-05-11,2025-05-12,2025-05-13,46.4,136.0,2.67,0,6,1
Pakistan,Lahore,L3,T88,Wash,Curtain,2025-05-11,2025-05-13,2025-05-15,25.34,300.0,2.52,0,6,1
Pakistan,Islamabad,L7,T19,Wash,Towel,2025-05-11,2025-05-14,2025-05-16,54.69,281.0,1.35,0,6,1
USA,New York,L6,T73,Wash,Uniform,2025-05-11,2025-05-13,2025-05-14,78.41,241.0,3.51,0,6,1
USA,Chicago,L4,T21,Wash,Bedsheet,2025-05-11,2025-05-14,2025-05-16,92.16,168.0,3.24,0,6,1
Pakistan,Karachi,L3,T33,Press,Tablecloth,2025-05-11,2025-05-13,2025-05-14,23.03,,2.4,0,6,1
UK,Manchester,L3,T92,Press,Uniform,2025-05-11,2025-05-14,2025-05-15,73.58,,1.59,0,6,1
Pakistan,Islamabad,L7,T3,Press,Bedsheet,2025-05-11,2025-05-13,2025-05-14,25.62,,4.74,0,6,1
USA,Los Angeles,L1,T54,Press,Uniform,2025-05-11,2025-05-13,2025-05-15,50.6,,4.22,0,6,1
Pakistan,Islamabad,L6,T6,Press,Bedsheet,2025-05-11,2025-05-13,2025-05-14,67.11,,4.89,0,6,1
Pakistan,Islamabad,L6,T56,Wash,Uniform,2025-05-11,2025-05-12,2025-05-13,18.44,199.0,2.32,0,6,1
UK,Manchester,L3,T29,Dry-clean,Curtain,2025-05-11,2025-05-14,2025-05-16,75.52,197.0,2.39,0,6,1
Pakistan,Islamabad,L10,T31,Wash,Curtain,2025-05-11,2025-05-14,2025-05-15,47.5,132.0,4.54,0,6,1
USA,Chicago,L1,T12,Rent-Laundry,Towel,2025-05-11,2025-05-14,2025-05-16,10.82,,,0,6,1
UK,Manchester,L10,T36,Press,Curtain,2025-05-12,2025-05-13,2025-05-14,29.29,,1.07,0,0,0
UK,London,L5,T67,Dry-clean,Uniform,2025-05-12,2025-05-15,2025-05-16,60.41,283.0,3.28,0,0,0
UK,London,L10,T92,Press,Uniform,2025-05-12,2025-05-14,2025-05-15,96.13,,1.93,0,0,0
UK,London,L9,T31,Dry-clean,Bedsheet,2025-05-12,2025-05-15,2025-05-17,52.68,263.0,1.23,0,0,0
Pakistan,Karachi,L4,T17,Press,Curtain,2025-05-12,2025-05-14,2025-05-15,82.7,,2.02,0,0,0
Pakistan,Islamabad,L7,T81,Dry-clean,Curtain,2025-05-12,2025-05-14,2025-05-16,71.99,138.0,3.37,0,0,0
USA,Los Angeles,L9,T85,Wash,Towel,2025-05-12,2025-05-15,2025-05-16,74.52,100.0,4.04,0,0,0
USA,Chicago,L4,T20,Wash,Towel,2025-05-12,2025-05-13,2025-05-15,90.84,231.0,2.37,0,0,0
Pakistan,Islamabad,L5,T88,Rent-Laundry,Curtain,2025-05-12,2025-05-14,2025-05-16,67.52,,,0,0,0
Pakistan,Lahore,L10,T52,Wash,Tablecloth,2025-05-12,2025-05-13,2025-05-15,97.62,287.0,2.12,0,0,0
UK,Birmingham,L8,T43,Wash,Towel,2025-05-12,2025-05-14,2025-05-15,17.3,222.0,2.29,0,0,0
UK,Birmingham,L6,T77,Press,Tablecloth,2025-05-12,2025-05-15,2025-05-17,34.71,,3.83,0,0,0
UK,London,L2,T91,Press,Tablecloth,2025-05-12,2025-05-14,2025-05-15,48.57,,2.29,0,0,0
USA,Chicago,L2,T79,Press,Curtain,2025-05-12,2025-05-14,2025-05-16,30.16,,3.45,0,0,0
UK,Manchester,L2,T99,Wash,Curtain,2025-05-12,2025-05-14,2025-05-15,65.02,212.0,3.12,0,0,0
UK,London,L1,T7,Dry-clean,Towel,2025-05-12,2025-05-14,2025-05-15,15.49,128.0,2.58,0,0,0
USA,New York,L2,T98,Press,Tablecloth,2025-05-12,2025-05-14,2025-05-15,25.53,,2.12,0,0,0
USA,Chicago,L5,T98,Dry-clean,Towel,2025-05-12,2025-05-14,2025-05-15,53.16,205.0,3.21,0,0,0
Pakistan,Islamabad,L9,T99,Wash,Bedsheet,2025-05-12,2025-05-13,2025-05-14,34.71,152.0,1.79,0,0,0
UK,Birmingham,L1,T10,Press,Uniform,2025-05-12,2025-05-13,2025-05-15,77.3,,2.5,0,0,0
Pakistan,Karachi,L7,T96,Dry-clean,Uniform,2025-05-12,2025-05-14,2025-05-16,34.53,104.0,2.38,0,0,0
Pakistan,Lahore,L7,T6,Press,Curtain,2025-05-12,2025-05-14,2025-05-16,93.83,,4.3,0,0,0
UK,Birmingham,L3,T64,Wash,Uniform,2025-05-12,2025-05-15,2025-05-16,45.56,278.0,4.41,0,0,0
UK,Birmingham,L10,T9,Wash,Towel,2025-05-12,2025-05-15,2025-05-17,46.79,289.0,3.51,0,0,0
Pakistan,Lahore,L9,T47,Press,Towel,2025-05-13,2025-05-14,2025-05-16,97.29,,3.89,0,1,0
Pakistan,Islamabad,L4,T72,Wash,Bedsheet,2025-05-13,2025-05-16,2025-05-18,50.86,181.0,3.2,0,1,0
USA,New York,L7,T24,Dry-clean,Towel,2025-05-13,2025-05-16,2025-05-18,45.79,264.0,3.05,0,1,0
UK,Birmingham,L7,T1,Dry-clean,Tablecloth,2025-05-13,2025-05-14,2025-05-16,84.71,121.0,3.67,0,1,0
Pakistan,Islamabad,L10,T13,Press,Bedsheet,2025-05-13,2025-05-15,2025-05-17,43.72,,1.27,0,1,0
Pakistan,Islamabad,L5,T39,Wash,Uniform,2025-05-13,2025-05-16,2025-05-17,40.51,272.0,1.4,0,1,0
UK,Birmingham,L9,T23,Dry-clean,Towel,2025-05-13,2025-05-16,2025-05-18,69.67,221.0,2.09,0,1,0
UK,Manchester,L6,T49,Press,Tablecloth,2025-05-13,2025-05-14,2025-05-16,11.69,,2.3,0,1,0
Pakistan,Islamabad,L5,T84,Press,Towel,2025-05-13,2025-05-16,2025-05-18,30.04,,4.06,0,1,0
Pakistan,Karachi,L8,T14,Wash,Curtain,2025-05-13,2025-05-16,2025-05-17,95.57,285.0,1.01,0,1,0
Pakistan,Karachi,L10,T7,Dry-clean,Towel,2025-05-13,2025-05-15,2025-05-16,41.12,192.0,3.37,0,1,0
UK,London,L1,T85,Wash,Bedsheet,2025-05-13,2025-05-15,2025-05-17,51.61,158.0,4.07,0,1,0
Pakistan,Karachi,L4,T85,Wash,Uniform,2025-05-13,2025-05-16,2025-05-18,22.01,190.0,4.77,0,1,0
UK,Birmingham,L6,T52,Wash,Towel,2025-05-13,2025-05-15,2025-05-17,68.33,287.0,3.54,0,1,0
UK,London,L7,T69,Wash,Uniform,2025-05-13,2025-05-15,2025-05-16,65.76,180.0,1.61,0,1,0
USA,Chicago,L6,T48,Wash,Bedsheet,2025-05-13,2025-05-16,2025-05-18,53.74,253.0,2.21,0,1,0
UK,Manchester,L9,T13,Press,Curtain,2025-05-13,2025-05-14,2025-05-15,80.87,,4.64,0,1,0
UK,Birmingham,L2,T100,Wash,Towel,2025-05-13,2025-05-14,2025-05-15,76.75,267.0,4.15,0,1,0
Pakistan,Karachi,L8,T1,Wash,Curtain,2025-05-13,2025-05-14,2025-05-16,46.04,251.0,4.99,0,1,0
UK,Birmingham,L2,T33,Press,Curtain,2025-05-13,2025-05-16,2025-05-18,74.83,,4.23,0,1,0
Pakistan,Lahore,L5,T16,Dry-clean,Uniform,2025-05-14,2025-05-17,2025-05-19,99.52,232.0,3.85,0,2,0
UK,Manchester,L6,T92,Press,Bedsheet,2025-05-14,2025-05-15,2025-05-17,12.29,,3.43,0,2,0
UK,London,L1,T10,Dry-clean,Tablecloth,2025-05-14,2025-05-17,2025-05-18,69.31,110.0,4.03,0,2,0
UK,Birmingham,L1,T50,Dry-clean,Uniform,2025-05-14,2025-05-17,2025-05-18,54.0,210.0,3.8,0,2,0
USA,Chicago,L6,T41,Press,Curtain,2025-05-14,2025-05-17,2025-05-18,19.89,,4.19,0,2,0
Pakistan,Lahore,L9,T99,Press,Tablecloth,2025-05-14,2025-05-16,2025-05-18,46.16,,2.0,0,2,0
USA,Los Angeles,L8,T31,Wash,Uniform,2025-05-14,2025-05-17,2025-05-19,14.09,114.0,2.82,0,2,0
USA,Chicago,L9,T28,Wash,Bedsheet,2025-05-14,2025-05-15,2025-05-16,82.08,127.0,4.01,0,2,0
Pakistan,Lahore,L2,T35,Wash,Tablecloth,2025-05-14,2025-05-16,2025-05-18,24.85,262.0,2.24,0,2,0
Pakistan,Lahore,L7,T52,Press,Towel,2025-05-14,2025-05-16,2025-05-18,74.1,,3.91,0,2,0
UK,Manchester,L2,T89,Wash,Bedsheet,2025-05-14,2025-05-15,2025-05-16,69.78,216.0,3.69,0,2,0
USA,Los Angeles,L7,T47,Dry-clean,Towel,2025-05-14,2025-05-16,2025-05-17,56.23,187.0,1.73,0,2,0
Pakistan,Karachi,L4,T94,Dry-clean,Tablecloth,2025-05-14,2025-05-16,2025-05-17,22.73,229.0,4.46,0,2,0
Pakistan,Karachi,L7,T75,Wash,Towel,2025-05-14,2025-05-17,2025-05-18,96.12,142.0,1.3,0,2,0
Pakistan,Islamabad,L3,T42,Press,Curtain,2025-05-14,2025-05-15,2025-05-16,62.7,,4.16,0,2,0
Pakistan,Islamabad,L3,T43,Press,Uniform,2025-05-14,2025-05-16,2025-05-18,50.64,,2.06,0,2,0
Pakistan,Karachi,L7,T48,Press,Towel,2025-05-14,2025-05-16,2025-05-18,35.21,,4.7,0,2,0
USA,Chicago,L2,T99,Press,Uniform,2025-05-14,2025-05-15,2025-05-16,44.38,,2.8,0,2,0
Pakistan,Lahore,L6,T19,Wash,Tablecloth,2025-05-14,2025-05-17,2025-05-18,72.1,155.0,2.78,0,2,0
Pakistan,Karachi,L9,T39,Press,Tablecloth,2025-05-14,2025-05-16,2025-05-18,94.52,,2.04,0,2,0
Pakistan,Lahore,L3,T4,Rent-Laundry,Uniform,2025-05-14,2025-05-17,2025-05-18,27.85,,,0,2,0
UK,Manchester,L1,T13,Wash,Curtain,2025-05-14,2025-05-15,2025-05-16,92.03,102.0,1.78,0,2,0
Pakistan,Karachi,L7,T38,Dry-clean,Curtain,2025-05-14,2025-05-15,2025-05-16,99.22,269.0,3.66,0,2,0
UK,London,L9,T31,Press,Curtain,2025-05-14,2025-05-15,2025-05-17,10.23,,2.68,0,2,0
UK,Birmingham,L2,T82,Dry-clean,Bedsheet,2025-05-15,2025-05-17,2025-05-18,13.76,239.0,3.09,0,3,0
Pakistan,Karachi,L9,T7,Press,Bedsheet,2025-05-15,2025-05-18,2025-05-20,83.25,,1.89,0,3,0
USA,Chicago,L3,T50,Press,Uniform,2025-05-15,2025-05-17,2025-05-19,65.33,,2.87,0,3,0
USA,Chicago,L10,T11,Dry-clean,Uniform,2025-05-15,2025-05-18,2025-05-19,64.83,105.0,2.55,0,3,0
UK,Birmingham,L1,T73,Press,Curtain,2025-05-15,2025-05-18,2025-05-19,30.65,,1.52,0,3,0
Pakistan,Lahore,L10,T58,Press,Bedsheet,2025-05-15,2025-05-18,2025-05-19,76.37,,2.5,0,3,0
Pakistan,Lahore,L4,T51,Rent-Laundry,Towel,2025-05-15,2025-05-18,2025-05-20,51.81,,,0,3,0
USA,Los Angeles,L5,T23,Wash,Uniform,2025-05-15,2025-05-16,2025-05-17,63.85,263.0,4.61,0,3,0
Pakistan,Lahore,L6,T22,Dry-clean,Bedsheet,2025-05-15,2025-05-16,2025-05-17,20.18,246.0,3.94,0,3,0
USA,Chicago,L9,T59,Wash,Uniform,2025-05-15,2025-05-18,2025-05-19,22.74,254.0,1.93,0,3,0
UK,Birmingham,L4,T97,Dry-clean,Uniform,2025-05-15,2025-05-16,2025-05-17,10.38,192.0,2.79,0,3,0
UK,London,L8,T40,Wash,Uniform,2025-05-15,2025-05-17,2025-05-18,79.43,280.0,2.38,0,3,0
USA,New York,L2,T39,Wash,Bedsheet,2025-05-15,2025-05-16,2025-05-17,27.05,246.0,2.32,0,3,0
Pakistan,Islamabad,L10,T91,Dry-clean,Tablecloth,2025-05-15,2025-05-16,2025-05-17,40.5,294.0,4.45,0,3,0
UK,London,L8,T64,Wash,Curtain,2025-05-15,2025-05-18,2025-05-19,27.3,188.0,2.64,0,3,0
UK,London,L10,T39,Wash,Uniform,2025-05-15,2025-05-18,2025-05-20,10.43,123.0,4.85,0,3,0
UK,Birmingham,L4,T98,Press,Tablecloth,2025-05-15,2025-05-18,2025-05-20,28.8,,2.79,0,3,0
Pakistan,Karachi,L2,T97,Dry-clean,Curtain,2025-05-15,2025-05-17,2025-05-19,87.91,211.0,4.43,0,3,0
USA,Los Angeles,L5,T29,Wash,Tablecloth,2025-05-15,2025-05-18,2025-05-20,70.87,271.0,4.37,0,3,0
USA,Chicago,L8,T98,Wash,Towel,2025-05-16,2025-05-17,2025-05-18,33.78,207.0,3.99,0,4,0
Pakistan,Islamabad,L8,T43,Rent-Laundry,Curtain,2025-05-16,2025-05-18,2025-05-20,20.47,,,0,4,0
USA,Los Angeles,L9,T36,Press,Bedsheet,2025-05-16,2025-05-19,2025-05-21,73.08,,4.93,0,4,0
Pakistan,Lahore,L2,T70,Wash,Uniform,2025-05-16,2025-05-18,2025-05-19,87.08,174.0,1.65,0,4,0
USA,Los Angeles,L10,T100,Press,Uniform,2025-05-16,2025-05-19,2025-05-21,82.25,,2.65,0,4,0
USA,New York,L2,T7,Dry-clean,Tablecloth,2025-05-16,2025-05-18,2025-05-20,37.6,215.0,2.45,0,4,0
Pakistan,Islamabad,L6,T54,Wash,Towel,2025-05-16,2025-05-19,2025-05-21,23.65,199.0,3.73,0,4,0
USA,Los Angeles,L9,T44,Wash,Bedsheet,2025-05-16,2025-05-17,2025-05-18,64.8,166.0,4.83,0,4,0
UK,Birmingham,L6,T95,Dry-clean,Curtain,2025-05-16,2025-05-18,2025-05-19,93.0,266.0,3.87,0,4,0
UK,London,L4,T67,Wash,Curtain,2025-05-16,2025-05-19,2025-05-21,13.04,296.0,4.45,0,4,0
UK,Manchester,L8,T77,Wash,Bedsheet,2025-05-16,2025-05-19,2025-05-20,61.26,204.0,1.58,0,4,0
USA,Los Angeles,L8,T76,Wash,Curtain,2025-05-16,2025-05-17,2025-05-18,14.97,212.0,4.04,0,4,0
UK,London,L3,T71,Dry-clean,Towel,2025-05-16,2025-05-17,2025-05-18,46.62,267.0,4.67,0,4,0
UK,London,L3,T30,Wash,Towel,2025-05-16,2025-05-17,2025-05-18,29.41,250.0,4.72,0,4,0
UK,Manchester,L7,T3,Press,Bedsheet,2025-05-16,2025-05-18,2025-05-20,73.69,,3.72,0,4,0
USA,Los Angeles,L10,T45,Press,Towel,2025-05-16,2025-05-18,2025-05-20,58.39,,2.57,0,4,0
USA,Chicago,L5,T12,Wash,Uniform,2025-05-16,2025-05-17,2025-05-19,74.39,112.0,1.13,0,4,0
UK,Manchester,L5,T68,Press,Tablecloth,2025-05-16,2025-05-18,2025-05-20,57.85,,4.12,0,4,0
UK,London,L2,T15,Rent-Laundry,Tablecloth,2025-05-16,2025-05-17,2025-05-19,25.0,,,0,4,0
UK,Manchester,L3,T68,Press,Uniform,2025-05-16,2025-05-17,2025-05-19,46.92,,4.97,0,4,0
USA,Los Angeles,L6,T4,Dry-clean,Curtain,2025-05-16,2025-05-19,2025-05-21,58.99,107.0,3.71,0,4,0
USA,New York,L10,T17,Wash,Towel,2025-05-16,2025-05-17,2025-05-19,13.08,123.0,3.49,0,4,0
Pakistan,Karachi,L9,T52,Rent-Laundry,Towel,2025-05-16,2025-05-19,2025-05-20,58.6,,,0,4,0
UK,Birmingham,L9,T100,Dry-clean,Tablecloth,2025-05-16,2025-05-18,2025-05-19,84.37,279.0,1.31,0,4,0
USA,Los Angeles,L10,T47,Press,Towel,2025-05-16,2025-05-19,2025-05-20,52.65,,3.67,0,4,0
UK,Manchester,L5,T15,Dry-clean,Towel,2025-05-16,2025-05-17,2025-05-18,58.77,229.0,1.03,0,4,0
USA,New York,L6,T11,Press,Towel,2025-05-16,2025-05-19,2025-05-21,38.1,,3.74,0,4,0
USA,New York,L3,T88,Wash,Bedsheet,2025-05-16,2025-05-17,2025-05-19,42.48,193.0,4.79,0,4,0
USA,Los Angeles,L5,T68,Dry-clean,Towel,2025-05-16,2025-05-19,2025-05-20,15.0,168.0,2.62,0,4,0
USA,Los Angeles,L6,T84,Press,Bedsheet,2025-05-16,2025-05-18,2025-05-19,46.52,,3.72,0,4,0
UK,Manchester,L5,T22,Press,Towel,2025-05-16,2025-05-19,2025-05-21,14.99,,3.14,0,4,0
UK,Manchester,L9,T25,Wash,Tablecloth,2025-05-16,2025-05-18,2025-05-20,22.76,160.0,3.76,0,4,0
USA,Los Angeles,L9,T91,Press,Curtain,2025-05-16,2025-05-17,2025-05-18,87.8,,2.34,0,4,0
Pakistan,Lahore,L4,T18,Dry-clean,Bedsheet,2025-05-16,2025-05-18,2025-05-20,55.02,125.0,3.48,0,4,0
UK,London,L2,T47,Wash,Bedsheet,2025-05-16,2025-05-19,2025-05-21,54.67,223.0,3.68,0,4,0
USA,Chicago,L3,T45,Wash,Towel,2025-05-17,2025-05-18,2025-05-19,86.35,139.0,3.2,0,5,1
Pakistan,Karachi,L3,T31,Wash,Towel,2025-05-17,2025-05-20,2025-05-22,85.76,168.0,3.3,0,5,1
USA,Los Angeles,L10,T44,Dry-clean,Tablecloth,2025-05-17,2025-05-18,2025-05-20,58.2,261.0,4.63,0,5,1
UK,London,L2,T55,Press,Tablecloth,2025-05-17,2025-05-20,2025-05-22,17.5,,3.41,0,5,1
USA,Los Angeles,L6,T59,Wash,Bedsheet,2025-05-17,2025-05-19,2025-05-20,36.91,219.0,4.31,0,5,1
Pakistan,Karachi,L3,T50,Wash,Tablecloth,2025-05-17,2025-05-18,2025-05-19,72.38,145.0,2.2,0,5,1
Pakistan,Karachi,L8,T31,Press,Curtain,2025-05-17,2025-05-20,2025-05-22,53.2,,4.53,0,5,1
UK,Manchester,L4,T82,Wash,Uniform,2025-05-17,2025-05-19,2025-05-21,56.7,142.0,3.41,0,5,1
UK,Manchester,L8,T15,Wash,Curtain,2025-05-17,2025-05-20,2025-05-22,30.05,232.0,4.47,0,5,1
Pakistan,Lahore,L3,T79,Rent-Laundry,Bedsheet,2025-05-17,2025-05-18,2025-05-20,93.53,,,0,5,1
Pakistan,Lahore,L5,T17,Wash,Tablecloth,2025-05-17,2025-05-19,2025-05-20,66.38,284.0,1.2,0,5,1
UK,London,L10,T9,Dry-clean,Uniform,2025-05-17,2025-05-19,2025-05-20,53.01,132.0,2.15,0,5,1
USA,Los Angeles,L7,T89,Press,Towel,2025-05-17,2025-05-18,2025-05-20,33.55,,1.62,0,5,1
USA,New York,L7,T77,Wash,Tablecloth,2025-05-17,2025-05-18,2025-05-20,93.07,261.0,4.9,0,5,1
USA,Chicago,L6,T19,Dry-clean,Bedsheet,2025-05-17,2025-05-20,2025-05-21,77.69,147.0,4.28,0,5,1
UK,Manchester,L2,T34,Dry-clean,Uniform,2025-05-17,2025-05-19,2025-05-20,89.09,262.0,1.26,0,5,1
UK,London,L10,T29,Wash,Uniform,2025-05-17,2025-05-20,2025-05-22,50.35,178.0,1.65,0,5,1
Pakistan,Islamabad,L4,T98,Press,Uniform,2025-05-17,2025-05-20,2025-05-22,71.6,,4.65,0,5,1
UK,Manchester,L2,T46,Wash,Tablecloth,2025-05-17,2025-05-18,2025-05-19,24.95,296.0,4.65,0,5,1
Pakistan,Karachi,L8,T94,Press,Curtain,2025-05-17,2025-05-19,2025-05-20,13.84,,1.81,0,5,1
Pakistan,Islamabad,L1,T74,Wash,Bedsheet,2025-05-17,2025-05-19,2025-05-21,85.82,204.0,1.27,0,5,1
Pakistan,Karachi,L5,T19,Dry-clean,Curtain,2025-05-17,2025-05-18,2025-05-20,38.63,268.0,4.75,0,5,1
Pakistan,Karachi,L3,T83,Wash,Curtain,2025-05-17,2025-05-20,2025-05-22,63.88,285.0,3.82,0,5,1
USA,Chicago,L7,T57,Rent-Laundry,Uniform,2025-05-17,2025-05-20,2025-05-21,65.98,,,0,5,1
UK,London,L10,T52,Dry-clean,Uniform,2025-05-17,2025-05-19,2025-05-20,76.54,271.0,3.36,0,5,1
USA,Chicago,L6,T23,Dry-clean,Tablecloth,2025-05-17,2025-05-20,2025-05-21,40.09,150.0,1.99,0,5,1
Pakistan,Lahore,L4,T32,Wash,Curtain,2025-05-17,2025-05-18,2025-05-20,40.63,261.0,4.59,0,5,1
Pakistan,Lahore,L1,T24,Rent-Laundry,Curtain,2025-05-18,2025-05-20,2025-05-21,86.06,,,0,6,1
USA,Los Angeles,L8,T33,Wash,Tablecloth,2025-05-18,2025-05-21,2025-05-23,27.18,217.0,1.63,0,6,1
USA,New York,L6,T6,Wash,Bedsheet,2025-05-18,2025-05-20,2025-05-21,21.3,133.0,2.31,0,6,1
USA,Los Angeles,L2,T47,Rent-Laundry,Uniform,2025-05-18,2025-05-21,2025-05-23,14.87,,,0,6,1
Pakistan,Karachi,L1,T35,Wash,Uniform,2025-05-18,2025-05-20,2025-05-22,37.5,120.0,3.37,0,6,1
USA,Los Angeles,L6,T12,Wash,Towel,2025-05-18,2025-05-21,2025-05-22,94.72,297.0,3.07,0,6,1
Pakistan,Lahore,L4,T94,Rent-Laundry,Uniform,2025-05-18,2025-05-19,2025-05-21,74.39,,,0,6,1
USA,Chicago,L5,T79,Rent-Laundry,Bedsheet,2025-05-18,2025-05-21,2025-05-23,19.91,,,0,6,1
Pakistan,Karachi,L6,T46,Dry-clean,Bedsheet,2025-05-18,2025-05-20,2025-05-22,81.78,144.0,4.84,0,6,1
Pakistan,Islamabad,L3,T36,Dry-clean,Bedsheet,2025-05-18,2025-05-20,2025-05-21,77.05,134.0,4.38,0,6,1
USA,Chicago,L9,T85,Wash,Curtain,2025-05-18,2025-05-19,2025-05-21,21.83,299.0,1.0,0,6,1
UK,London,L6,T6,Wash,Bedsheet,2025-05-18,2025-05-20,2025-05-22,55.09,191.0,3.67,0,6,1
UK,Birmingham,L8,T59,Press,Uniform,2025-05-18,2025-05-19,2025-05-20,72.35,,2.69,0,6,1
Pakistan,Lahore,L10,T5,Wash,Bedsheet,2025-05-18,2025-05-20,2025-05-22,75.95,112.0,3.93,0,6,1
Pakistan,Lahore,L8,T66,Dry-clean,Tablecloth,2025-05-18,2025-05-19,2025-05-20,13.44,200.0,3.63,0,6,1
UK,London,L9,T67,Wash,Tablecloth,2025-05-18,2025-05-20,2025-05-22,17.97,275.0,2.41,0,6,1
